	english	sinhala	Similarity score	Alignment score
1011	Could not rename the file	ගොනුවේ නම වෙනස් කළ නොහැකි විය	0.2531604026301027	0.428205
584	Choose a folder	බහාලුමක් තෝරන්න	0.25286715350614114	0.4375
1083	Failed to open file '%s': %s	'%s' ගොනුව විවෘත කිරීම අපහසුවිය: %s	0.25227257416507654	0.605364
1084	Image file '%s' contains no data	%s පිළිඹිබු ගොනුව තුළ දත්ත නැත	0.2518599284538008	0.513685
595	Save Image	පිළිඹිබුව සුරකින්න	0.2518291122810342	0.535885
534	Error sending a file	ගොනුවක් යැවීම දෝෂය	0.2516379693452434	0.952381
890	Create a new contact	නව සම්බන්ධතා නිර්මාණය කරන්නNew	0.25146690680803957	0.663594
165	file chooser	ගොනු තෝරන්නා	0.25113099626597224	1.0
444	Phone number	දුරකථන අංකය	0.25024307476695046	1.0
486	Unable to open URI	URI විවෘත කිරීමට නොහැක	0.24989118567735852	0.454233
0	Includes Gmail, Google Docs, Google+, YouTube and Picasa	ජීමේල්, ගූගල් ප්‍රලේඛණ, ගූගල්+, යූටියුබ් සහ පිකාසා අන්තර්ගත වේ	0.24969141039223236	0.476608
835	popup a child	අපරයක් උත්පතනය කරන්නtoggle	0.24966978377966378	0.362434
372	Google Talk	ගූගල් Talk	0.248796862312919	1.0
916	Create a new task	නව කාර්‍යයක් නිර්මාණය කරන්න	0.2487151176819927	0.672619
21	Start a new game	නව තරගයක් ආරම්ඹකරන්න	0.24870831897956597	0.502801
13	Select Game	තරගයක් තෝරන්න	0.24856216838857817	1.0
1259	File Saving	ගොනුව සුරැකෙමින්	0.24847111610351968	0.384804
169	list	ලැයිස්තුව	0.24805614817887545	1.0
110	unknown program	නොදන්නා වැඩසටහන	0.24794465797728138	1.0
1305	All languages	සියළු භාෂා	0.247055060272165	1.0
882	Co_mpleted	සම්පූර්ණ කළා (_m)	0.24699562037222417	0.638889
703	Send an email	විද්‍යුත් තැපැලක් යවන්න	0.2465371227721938	0.72619
1341	Insert Date and Time	දිනය සහ වේලාව ඇතුලත් කරන්න	0.24641003924087543	0.410053
874	Select folder	බහලුම තෝරන්න	0.24637318693084084	0.480769
142	Installed file	ස්ථාපිත ගොනුව	0.2459691423614335	0.619048
167	image	අනුරුව	0.24528564421595933	1.0
265	Listing files…	ගොනු ලැයිස්තුගත කරමින්…	0.24511796876872077	0.457014
581	Date/Time:	දිනය/වේලාව:	0.24497722641988598	1.0
299	Language: Undefined	භාෂාව: අර්ථදක්වා නැත	0.24461504511997498	0.904762
1014	E_xclude files:	ගොනු ඇතුලත් නොකරන්න (_I)	0.2445567535907323	0.38125
991	C_reate	නිර්මාණය කරන්න (_r)	0.24412829759937094	0.625
828	click to add	එක් කිරිමට ක්ලික් කරන්න	0.2437806141793259	0.676282
1034	Number of files:	ගොනු සංඛ්‍යාව:	0.24377959474617447	0.539216
815	the time you specify	ඔබ දක්වන ලඳ වේලාව	0.2436566073637328	0.738095
450	No contacts found	සබැඳි හමු නොවුණි	0.24353193502589388	0.455882
425	(No Suggestions)	(යෝජනා නැත)	0.24319119145893872	0.409314
860	ends with	සමඟ අවසන්වන	0.24256083148299118	0.583333
260	Don't Show Again	නැවත පෙන්වන්න එපා	0.24251707452942267	0.712418
903	Select today	අද දවස තෝරන්න	0.24224525649108536	0.337912
360	The selected file is empty	තෝරාගත් ගොනුව හිස්ය:	0.24215719847538866	0.592593
794	Save the current file	දැනට භාවිතාවන ගොනුව සුරකින්න	0.24211570841426133	0.753918
244	_Previous	පෙර (_P)	0.2418340814495739	0.777778
1383	Select Theme	තේමාව තෝරන්න	0.24114478528013292	0.5
661	No contacts	සබධතා නැත	0.24091533836755416	0.675
734	Not Started	ආරම්භව නැත	0.24080775366068147	1.0
427	%s has disconnected	%s විසන්ධිවිය	0.2407920089652242	0.9
1292	Save all open files	විවෘතව ඇති ගොනු සියල්ල සුරකින්න	0.2405540995559294	0.671875
1293	Close all open files	විවෘතව ඇති ගොනු සියල්ල වසන්න	0.24043864010931798	0.684729
1203	Failed to open TIFF image	TIFF පිළිඹිබුව විවෘත කිරීම අසමත් විය	0.24009494148331356	0.340956
437	Not now	දැන්ම එපා	0.24007977867360428	0.55
153	but %s is to be installed	නමුත් %s ස්ථාපනය කිරීමට ඇත	0.23967652647817328	0.641738
161	color chooser	වර්ණ තෝරණය	0.23966219477659925	0.558442
22	Restart the game	තරගය නැවත ආරම්ඹ කරන්න	0.2394577599968628	0.632353
960	Email 1	විද්‍යුත් තැපෑල 1	0.23943039892059492	0.722222
797	Send this message	මෙම පණිවිඩය යවන්න	0.2394129339500979	1.0
621	Go to next page	මීළඟ පිටුවට යන්න	0.2393547873914066	0.90625
547	Message sent	යැවූ පණිවිඩය	0.2384444623179627	0.5
759	Start date	ආරම්භක දිනය	0.2384047209571991	1.0
864	Message is not Junk	නොනිසරු පණිවිඩයකි	0.23837904297801346	0.347222
189	Not found	හමු නොවුණි	0.2383778336183441	0.518182
424	No topic defined	මාතෘකාවක් අර්ථ දක්වා නැත	0.23792685896360738	0.731765
1204	Failed to load TIFF image	TIFF පිළිඹිබුව පූරණය අසමත් විය	0.2377378951497669	0.408189
1277	Error saving file %s	%s ගොනුව සුරකීම දෝෂ සහිතයි	0.2376586444531361	0.357143
820	The time must be in the format: %s	වේලාව තිබිය යුතුම ආකාරය වනුයේ: %s	0.2369908755726763	0.463866
664	Email 2	විද්‍යුත් තැපෑල 2	0.23650359799562473	0.722222
1206	Failed to write TIFF data	TIFF වෙත දත්ත ලිවීම අසමත් විය	0.23630573404523197	0.59359
1382	Saving Images	පිංතූර සුරකිමින්	0.23626005243861753	0.544118
571	No match found	ගැලපුමක් හමු නොවුණි	0.2361337667995949	0.725
848	Sending Email	විද්‍යුත් තැපැල් යැවීම	0.23573967181705738	0.416149
1322	An error occurred	දෝෂයක් හට ගැනුනි	0.23563241260426016	0.455882
1023	Create a new archive	නව සංරක්‍ෂණයක් නිර්මාණය කරන්න	0.23528551281654997	0.707143
263	Choose folders	බහාලුම් තෝරන්න	0.23509159072821736	0.533333
536	"""%s"" sent to %s"	"%sට ""%s"" යවන ලදි"	0.23508611138482366	0.303309
1353	by date	දිනය මඟින්	0.23498497329231283	0.539773
1102	Image format unknown	පිළිඹිබු සංයුතිය නොදනි	0.23491101006035278	0.65942
610	No name	නමක් නැත	0.23489981987886663	0.590278
959	Not connected	සම්බන්ධ වී නොමැත	0.23473182992772526	0.592437
1276	Error opening file %s	%s ගොනුව විවෘත කීරිම දෝෂ සහිතයි	0.23464512970856122	0.521307
431	%s has left the room	%s කාමරයෙන් ඉවත්වියfoo has left the room	0.23433092629666225	0.756098
1089	Couldn't recognize the image file format for file '%s'	'%s' ගොනුව සඳහා පිළිඹිබු සංයුතිය හදුනාගත නොහැක	0.2343110123755662	0.333849
1075	Failed to init GConf: %s	init GConf: %s අසමත්විය	0.23430454460850708	0.6125
1009	"A file named ""%s"" already exists. %s"	"""%s"" ගොනුව දැනටමත් ඇත. %s"	0.23419168166142057	0.446985
767	Enter password	රහස්පදය ඇතුළත් කරන්න	0.2341359177206607	0.490476
632	Enter password	මුරපදය ඇතුළු කරන්න	0.23413587996812113	0.842105
253	All applications	සියලුම වැඩසටහන්	0.23378301233546847	1.0
388	What is your Google ID?	ඔබගේ Google ID එක කුමක්ද?	0.23377081923765025	0.717949
856	Date received	ලැබුනු දිනය	0.2337707747526744	1.0
548	New conversation	නව සංවාදය	0.23366936749561512	0.532353
901	Create a new calendar	නව දිනදර්ශනයක් නිර්මාණය කරන්න	0.23356235523885369	0.713636
665	Email 3	විද්‍යුත් තැපෑල 3	0.23347354461192465	0.722222
29	Unknown color	නොදන්නා වර්‍ණය	0.23338137733422284	0.447619
867	Folder names cannot contain '/'	බහලුම් නම තුළ '/' අඩංගු විය නොහැකfolder-display	0.23329696346368128	0.416667
1168	PNM file is not in a recognized PNM subformat	PNM ගොනුව හදුනාගත් PNM උපසංයුතියක් නොවේ	0.23286113617055715	0.913043
375	Remember password	මුරපදය මතක තබාගන්න	0.23282214843878557	0.434211
769	Select Timezone	වේලාකළාපය තෝරන්න	0.2328219225900634	0.575368
977	Could not add the files to the archive	සංරක්‍ෂණ සඳහා ගොනු ඇතුලත් කළ නොහැකි විය	0.2325478771135034	0.416987
1282	Delete the selected text	තෝරාගත් පෙළ මකන්න	0.23245799080808466	0.597778
1122	GIF file was missing some data (perhaps it was truncated somehow?)	GIF ගොනුවේ සමහර දත්ත නැතිවි ඇත (සමහර විට එය කිසියම් අයුරකින් ලුප්ත වි ඇත)	0.2323922809817627	0.757866
813	Select a Time Zone	වේලා කළාපයක් තෝරන්න	0.23239075412570054	0.640789
417	Error sending message: %s	පණිවුඩය යැවීමේ දෝෂය: %s	0.232014843211436	0.418269
943	Unknown error	නොදන්නා දෝෂයක්	0.2317226411988266	0.519048
622	Go to last page	අන්තිම පිටුවට යන්න	0.2316577450018536	0.90625
453	Select	තෝරන්න	0.23148682951452199	1.0
1369	Select	තෝරාගන්න	0.23148682951452199	1.0
1069	%s minutes	මිනිත්තු %sunit-symbols	0.23136482268201455	0.448864
23	Play a different game	වෙනස් තරගයකට ක්‍රිඩාකරන්න	0.23129257823051472	0.706294
386	What is your Facebook username?	ඔබේ ෆේස්බුක් පරිශීලක නාමය කුමක්ද?	0.23110530415792366	0.683824
619	Go to first page	පළවෙනි පිටුවට යන්න	0.23108727119907002	0.911765
419	permission denied	අවසරය ප්‍රතික්ෂේප කරන ලදි	0.23072337258862963	0.846154
1058	Unable to open help file	උදව් ගොනුව විවෘත කල නොහැක	0.23054430807790105	0.882308
351	No reason was specified	හේතුවක් විශේෂණය කර නොතිබුණි	0.23051770352785114	0.657738
1271	Search _backwards	පසුපසට සොයන්න	0.2302696401148752	0.555556
938	Unread Messages	නොකියවූ පණිවිඩ	0.22967306952437225	0.485417
415	Usage: %s	භාවිතය: %s	0.2295931581526366	1.0
374	All accounts	සියලුම ගිණුම්	0.22958603097213823	0.403846
1063	No undo history	පෙරසේ ඉතිහාසයක් නොමැත	0.22949684007481028	0.769886
1253	Unexpected error: %s	බලාපොරොත්තු නොවු දෝෂයක්: %s	0.229345342124343	0.434524
830	No grouping	සමූහගතව නොවේ	0.22923852930922003	0.682692
207	Enter your password:	ඔබේ මුරපදය ඇතුළු කරන්න:	0.22912540468197443	0.58631
656	Error adding list	ලැයිස්තුව එක් කිරීමේ දෝෂයකි	0.22907004570748354	0.875
883	Do Not Forward	ඉදිරියට යවන්න ඒපා	0.2288793875437459	0.377778
1076	Email Address	විද්‍යුත් තැපැල් ලිපිනය	0.2288023830952392	0.422619
645	Address '{0}' already exists.	'{0}' ලිපිනය දැනටමත් ඇත.	0.22859179966574072	0.433333
533	"Error sending ""%s"" to %s"	"%sට ""%s"" යැවීමේ දෝෂයක්"	0.22858292310287476	0.793043
939	All Accounts	සියළුම ගිණුම්	0.2285605371296499	0.596154
447	home	නිවසේ	0.22844362763144363	1.0
179	unknown	නොදන්නා	0.22844096787159968	1.0
1318	An error occurred while creating a new file	නව ගොනුව නිර්මාණය කිරීමෙදි දෝෂයක් හටගැනුණි	0.2284218153112051	0.620772
861	exists	පිටවීම්	0.2283524979706667	1.0
987	Could not create the archive	සංරක්‍ෂණ නිර්මාණය කළ නොහැකි විය	0.2281849494441086	0.718211
1198	Could not get image height (bad TIFF file)	පිළිඹිබු උස ලබාගත නොහැකි විය (අයෝග්‍ය TIFF ගොනුව)	0.22815506283361373	0.730465
1283	Select the entire document	සම්පූර්ණ ලේඛනයම තෝරන්න	0.22802369471190387	0.644122
35	the unknown card	නොදන්නා කාඩ්පතක්	0.22797489591283945	0.5
359	The selected file is not a regular file	තෝරාගත් ගොනුව සාමාන්‍ය ගොනුවක් නො‍වේ	0.22786579002494337	0.875
602	Error printing file: %s	ගොනුව මුද්‍රණය දෝෂ සහිතයි: %s	0.2275657456079085	0.370833
1071	Usage: %s <dir>	භාවිතය: %s <dir>	0.22755946524178766	1.0
1246	Loading file '%s'…	'%s' ගොනුව පූරණය වෙමින්…	0.2274533632788967	0.513228
620	Go to previous page	පෙර පිටුවට යන්න	0.22723135257903246	0.925
1263	Show the next page	මීළඟ පිටුව පෙන්වන්න	0.22698160496977382	0.638158
1197	Could not get image width (bad TIFF file)	පිළිඹිබු පළල ලබාගත නොහැකි විය (අයෝග්‍ය TIFF ගොනුව)	0.22690736042160423	0.753501
1097	Failed to open '%s' for writing: %s	ලිවීම සඳහා '%s' විවෘත කිරීම අසමත්විය: %s	0.2267933552012178	0.71477
1118	JPEG quality must be a value between 0 and 100; value '%d' is not allowed.	JPEG ප්‍රමිතිය 0 සහ 100 අගයන් අතර තිබිය යුතුමයි; '%d' අගය අනුමත කළ නොහැක.	0.22658568794571946	0.643964
1073	Text contains invalid UTF-8	පෙළ තුළ සාවද්‍ය UTF-8 අඩංගු වේ	0.22637198945055736	0.56682
190	Not supported	සහය නොදක්වයි	0.22634712796147316	0.510989
1324	"The file ""%s"" cannot be moved to the trash."	"""%s"" ගොනුව ඉවතලන බහලුමට දැමිය නොහැක."	0.22596476522979803	0.436425
793	Close the current file	දැනට භාවිතාවන ගොනුව වසන්න	0.22567877434667077	0.797659
1286	Find Pre_vious	පෙර සෙවුම (_x)	0.22561457953036088	0.5
763	Time: %s %s	වේලාව: %s %s	0.22558576141874465	1.0
877	Subject is %s	මාතෘකාව වනුයේ %s	0.22550494119792094	0.716387
855	an unknown sender	නොදන්නා යවන්නේක්	0.22549771657779824	0.486928
210	Other Options	වෙනත් විකල්ප	0.22517082277680076	1.0
546	Message received	පණිවිඩය ලැබී ඇත	0.22502083115653404	0.485294
725	Other Date	වෙනත් දවසක	0.2240576130019578	0.545455
937	Read Messages	කියවූ පණිවිඩ	0.22390118728855488	0.409341
660	Email begins with	විද්‍යුත් තැපැල ආරම්භ වනුයේ	0.2235920049321907	0.646825
246	The program '%s' is currently not installed.	වැඩ සටහන '%s' මේ මොහොතේ ස්ථාපිතකර නොමැත.	0.2234848407796652	0.658266
1029	Open the selected folder	තෝරාගත් බහලුම විවෘත කරන්න	0.22348136244207162	0.549231
888	Send & Receive Mail	එන සහ යන තැපැල්	0.22345161304885097	0.78125
1295	Quit the program	වැඩසටහනින් ඉවත්විම	0.22330895543156074	0.882353
810	_Set expiration date	කල්ඉකුත්වන දිනය සකසන්න (_S)ESendOptions	0.22328813665896888	0.513095
711	Unable to use current version!	වත්මන් අනුවාදය භාවිතා කල නොහැක!	0.22317166232273453	0.428427
706	Could not update object	වස්තුව යාවත්කාලීන කල නොහැක	0.2231048364025702	0.550926
662	Delete selected contacts	තෝරාගත් සබැඳි මකන්න	0.22309738069083054	0.71
1211	Couldn't save the rest	ඉතිරිය සුරකීය නොහැක	0.2230786794163047	0.654348
946	Save Selected	තේරිම සුරකින්න	0.22306802282835994	0.521429
1354	by type	වර්ගය මඟින්	0.2230379452015565	0.5625
1112	Couldn't allocate memory for saving BMP file	BMP පිළිඹිබුව සුරකීමට මතකය වෙන් කළ නොහැකි විය	0.2230315183703881	0.428744
520	Close this window?	මෙම කවුළුව වසන්නද?	0.22271965249263026	0.421053
1327	Add a new snippet...	නව කෙටි උධෘත පාඨයක් එක් කරන්න...	0.2225062610013264	0.554113
738	New Meeting	නව රැස්වීම්	0.22250137629053385	0.708333
551	Account disconnected	විසන්ධි කල ගිණුම	0.22244557391822828	0.544818
1320	An error occurred while deleting a file or directory	ගොනුව හෝ බහලුම මැකීමෙදි දෝෂයක් හටගැනුණි	0.22243239486374186	0.460613
992	[read only]	[කියවීම පමණයි]	0.22226185533477896	1.0
646	Failed to delete contact	සම්බන්ධතා මැකීමට අසමත් විය	0.2222011130793954	0.576296
640	Unable to open address book	ලිපින පොත විවෘත කිරීමට නොහැක	0.22207171883804955	0.579433
895	Using email address	විද්‍යුත් ලිපිනය භාවිතයෙන්	0.22198725681141077	0.664815
1299	Open '%s'	'%s' විවෘත කරන්න	0.22190579743965932	0.823529
714	Start date is wrong	ආරම්භක දිනය වැරදිය	0.22185927042197995	0.590789
657	Error removing list	ලැයිස්තුව ඉවත් කිරීමේ දෝෂයකි	0.22176770672624468	0.643103
446	work	වැඩකරන	0.22174276664882409	1.0
829	Not sorted	අනුපිළිවෙළට සකසා නැත	0.2216807185147272	0.714286
699	Do Not Exist	ඉවත් වන්න එපා	0.2216584180914417	0.409341
1090	Unrecognized image file format	හදුනා නොගත් පිළිඹිබු සංයුතියක්	0.22163337115158402	0.370968
659	New Contact:	නව සබධතා:	0.22153716162646533	0.696154
1262	Show the previous page	මීට පෙර පිටුව පෙන්වන්න	0.22133891642272197	0.826087
420	too long message	ඉතා දිග පණිවිඩය	0.22132807704506813	0.485294
410	Retry	නැවත උත්සහ කරන්න	0.22123091347840013	0.647059
390	What is your Google password?	ඔබගේ Google මුරපදය කුමක්ද?	0.22120631606056912	0.737037
1012	Add files to an archive	සංරක්‍ෂණය සඳහා ගොනු ඇතුලත් කරන්නDate Modified	0.22111889824220574	0.45471
827	Unnamed	නිර්ණාමික	0.22111884117571476	1.0
627	Go to the next page	මීළඟ පිටුව වෙත යන්න	0.22106883930474072	0.9
1003	Could not perform the operation	මෙහෙයුම ක්‍රියාත්මක කළ නොහැකි විය	0.2209998390977757	0.847426
432	%s has joined the room	%s කාමරයට එක් විය	0.22052493569000128	0.714976
919	Create a new task list	නව කාර්‍යය ලැයිස්තුවක් නිර්මාණය කරන්න	0.22008216854861706	0.751144
952	C_urrent View	දැනට ඇති දසුන (_u)	0.2199924690432404	0.453008
418	invalid contact	අවලංගු සබඳතාවකි	0.2197671903757637	0.53125
681	Work Email	රක්ෂාවේ විද්‍යුත් තැපෑල	0.21970703310195958	0.397727
535	"""%s"" received from %s"	"%s ගෙන් ""%s"" ලැබෙන ලදි"	0.2196231691585787	0.557312
4	No description available	විස්තරයක් ලබා ගත නොහැක	0.21947119006296176	0.305217
373	Facebook Chat	ෆේස්බුක් සල්ලාපය	0.21943486282133626	1.0
1379	Select Source	මූලය තෝරන්න	0.2191124435731387	0.458333
924	Create a new mail folder	නව තැපැල් බහලුමක් නිර්මාණය කරන්න	0.21893488606116607	0.482424
380	What is your GroupWise User ID?	ඔබගේ Groupwise පරිශීලක ID එක කුමක්ද?	0.21887650896091607	0.607686
673	Other Phone	වෙනත් දුරකථන	0.21886196051083387	0.480769
648	Email	විද්‍යුත් තැපෑල	0.21842242235141954	0.6875
986	Deleting files from archive	සංරක්‍ෂණයෙන් ගොනු මකන්න	0.21817368686629543	0.910714
1010	Could not rename the folder	බහලුමේ නම වෙනස් කළ නොහැකි විය	0.21811361828248	0.429762
690	location of appointment	හමුවීමේ ස්තානය	0.21809816989016442	0.454167
589	Close _without Saving	සුරකීමකින් _තොරව වසන්න	0.21803671102211392	0.33498
1284	Search for text	පෙළ සඳහා සොයන්න	0.21795741825075407	0.34375
1013	Could not display help	සහාය දර්ශනය කළ නොහැක	0.21794527370578615	0.31677
528	Password required	මුරපදය අවශ්‍යයි	0.2179083115906216	1.0
160	check box	සලකුණු කොටුව	0.21780766686357994	0.530769
948	Save Search	"සෙවීම සුරකින්නShow:Unread MessagesImportant Messages"", or ""Active Appointments"	0.21780296276774502	0.418249
637	Delete address book '{0}'?	'{0}' ලිපින පොත මැකීමට අවශ්‍යද?	0.21779118869063951	0.378472
1360	Stop playback	පිළිවැයිම නවත්වන්න	0.21751688105868275	1.0
1148	Image has invalid width and/or height	පිළිඹිබුව සතුව සාවද්‍ය උසක් සහ/හෝ පළලක් ඇත	0.21732178574910277	0.629743
1337	No misspelled words	අක්‍ෂර වින්‍යාසය වැරදි වචන නැත	0.21706328149758364	0.602419
900	Create a new appointment	නව හමුවීමේ තොරතුරු නිර්මාණය කරන්නNew	0.2170132187615483	0.60973
1244	S_elect the documents you want to save:	ඔබට සුරකීමට අවශ්‍ය ලේඛනය තෝරන්න (_e):	0.21699874436226974	0.5125
670	Home Phone 2	ගෘහස්ථ දුරකථනය 2	0.216915574139124	0.60181
182	entry	පිවිසුම	0.21669538709510236	1.0
225	Install a server	සර්වරයක් ස්ථාපනය කරන්න	0.21661210932518396	0.430946
1024	Open archive	සංරක්‍ෂණය විවෘත කරන්න	0.21661106952684578	0.863636
608	File corrupted	ගොනුව දුෂ්ප්‍රතිපන්න වී ඇත	0.2164671158551962	0.888889
904	New _Appointment...	නව සම්මුතීන්... (_A)	0.21634793092359458	0.880952
144	Removed packages	අස්ථාපනය කෙරූ පැකේජයන්	0.21632288156099916	0.891304
1165	PNG compression level must be a value between 0 and 9; value '%d' is not allowed.	PNG සම්පීඩන මට්තම අනිවාර්යෙන්ම 0 සහ 9 අගයන් තුළ පිහිටිය යුතු වේ; '%d' අඟය අනුමත නැත.	0.21618048687537436	0.515352
760	Completion date	නිම කළ දිනය	0.2160979656574885	0.875
1020	Add files to the archive	සංරක්‍ෂණයට ගොනු එක්කරන්න	0.21609181108936476	0.48
1095	Failed to open temporary file	තාවකාලික ගොනුව විවෘත කිරීම අසමත්විය	0.21601613587566595	0.416667
531	"Error receiving ""%s"" from %s"	"%s ගෙන් ""%s"" ලැබීමේ දෝෂයක්"	0.21598870186794694	0.588123
936	Messages Not Junk	නොනිසරු පණිවිඩ	0.21592105679361892	0.405556
613	Not embedded	කාවැද්දා නැතිType 1 (One of the Standard 14 Fonts)	0.21579163052602665	0.434389
122	Install package file	පැකේජ ගොනුවක් ස්ථාපනය කරන්න	0.21563900895989654	0.559524
1371	No action	ක්‍රියාවක් නැතspace-bar-action	0.2154252162024656	0.672581
715	End date is wrong	අවසන් දිනය වැරදිය	0.21532002278738183	0.638889
438	Wrong password; please try again:	වැරදි මුරපදයකි; කරුණාකර නැවත උත්සහ කරන්න:	0.21529164101138382	0.452381
550	Account connected	සම්බන්ධිත ගිණුම	0.21512309997442455	0.534722
466	Chat with %s	%s සමඟ කතා කරන්නA date with the time	0.21502848166871805	0.662162
736	New Appointment	නව සම්මුතියක්	0.21495319206470115	1.0
685	Phone	දුරකථනය	0.21493104349146297	1.0
517	Start a video call	විදෘශ්‍ය ඇමතුමක් අරඹන්න	0.2149191110145743	0.649123
383	What is your ICQ UIN?	ඔබගේ ICQ UIN එක කුමක්ද?	0.21489571674376493	0.371212
630	Paper Size:	කඩදාසියේ ප්‍රමාණය:predefinito:mm	0.21485957474289902	1.0
1186	Cannot realloc IOBuffer data	IOBuffer දත්ත නැත වෙනකර තැබිය නොහැක	0.21481998925275825	0.435824
833	Click to open %s	%s විවෘත කිරීමට ක්ලික් කරන්න	0.2147970718843929	0.896552
617	Preparing to print…	මුද්‍රණය සඳහා සුදානම් කරමින්…	0.21478575628613242	0.713068
898	_Day begins:	දිනයේ ඇරඹුම (_D):	0.2141304017502271	0.474359
935	Last 5 Days' Messages	පසුගිය දින 5 තුළ ලැබුණු පණිවිඩ	0.21396103218891985	0.822581
1270	_Search for:	සඳහා සොයන්න (_S):	0.21382924639108175	0.474359
545	Couldn't load room list	කාමර ලැයිස්තුව ප්‍රවේශනය කල නොහැකි විය	0.21358776313610153	0.677885
448	Search contacts	සබැඳි සොයන්න	0.21357046145791234	0.550481
682	Home Email	නිවසේ විද්‍යුත් තැපෑල	0.21338943901601032	0.772727
154	Exception '%s'	හැර දමන ලද්ද '%s'	0.21333233419224853	0.305556
762	Deleting selected objects	තෝරාගත් වස්තු මකමින්	0.21302885350835202	0.660256
1260	_Autosave files every	ස්වයංක්‍රීය ගොනු සුරැකුම සෑම (_A)	0.21300808862073198	0.300802
262	Remove	ඉවත් කරන්න	0.21251977138182626	0.772727
733	Undefined	නිර්වචනය නොකළ	0.2125032859176893	0.821429
723	Su_mmary:	සාරාංශය (_m):	0.21229932658861955	0.714286
626	Go to the previous page	පෙර පිටුව වෙත යන්න	0.2121862436278999	0.717105
1377	No longer available	තවදුරටත් භාවිතයට නැත	0.211995061212659	0.389286
170	option pane	විකල්ප කවුළුව	0.21197432506088706	1.0
552	Show groups	කණ්ඩායම් පෙන්වන්න	0.21196614202123285	0.458333
1007	"A folder named ""%s"" already exists. %s"	"""%s"" බහලුම දැනටමත් ඇත. %s"	0.21177589680862283	0.435897
1388	_RGB profile:	_RGB පැතිකඩ:	0.21176639912271597	1.0
