	english	sinhala	Similarity score	Alignment score
34	Color settings	වර්‍ණ සැකසුම්Name	0.5454305025050417	0.633333
36	Search service file indexer	ගොනු සූචිකාරක සේවාව සොයන්නName	0.5440565831086133	0.445276
37	Data Engine for getting favicons of web sites	වෙබ් අඩවි වල favicon ලබාගැනීමේ දත්ත එන්ජිමName	0.5440462359547382	0.69889
38	Google Desktop Gadgets	ගූගල් වැඩතල ගැජට්ටුName	0.5439273658848833	0.722826
39	Filter Music Sources	සංයුතිය තෝරන්න:	0.5437636019196361	0.440476
41	New playlist layout	වාදන ලැයිස්තු නාමය:	0.543208769056946	0.325
43	Terminal Emulator	අග්‍ර එමියුලේටරComment	0.5429743921849877	0.619565
44	Global Shortcut Triggered	විශ්ව කෙටිමං සැකසිනිComment	0.5424067724379711	0.440934
45	Playlist Tool	වාදක ලැයිස්තු මෙවලමName	0.5422811142052524	0.8125
46	Cover fetcher	කවර කළමණාකරු	0.5422528656781651	0.368132
47	Configure Phonon	පොඩ්කාස්ට් සැකසීම	0.5422213983838446	0.599673
48	Invalid bug list: corrupted data	වලංගු නොවන වැරදි ලැයිස්තුවක්: දූශිත දත්ත@ info	0.5422019930483657	0.708575
49	Sliding popups	පොප්අප් ලිස්සායෑමComment	0.541852907219436	0.606667
50	Column width	තීරු පළල	0.5417697135999333	0.508547
51	Configure the window behavior	කවුළු හැසිරීම් සකසන්නName	0.5411604361142963	0.701282
53	Media Device playlists	වාදන ලැයිස්තුව සෙවුම	0.5410388158343267	1.0
54	Konsole default profile	කන්සෝල් පෙරනිමි පැතිකඩName	0.5408483457285911	0.685185
56	Open archives as folder	සංරක්‍ෂිත බහලුම ලෙස විවෘත කරන්නoption: check	0.5406455627817195	0.502778
57	Open folders during drag operations	ගෙනයාම් අතරේබහලුම් විවෘත කරන්න@ title: group	0.5405486645759083	0.411111
58	Default desktop containment	පෙරනිමි වැඩතල ධාරකයName	0.5399724650196731	0.732143
59	Tactical Game	ක්‍රියාදාම ක්‍රීඩාවName	0.5399705874733627	0.550595
60	PDF Viewer	PDF දක්වනයName	0.5396602040273137	1.0
61	Double-click to open files and folders	ගොනු සහ බහලුම් විවෘත කිරීමට ද්වි ක්ලික් කිරීම@ option: check	0.5394006822752999	0.539302
62	Show selection marker	තෝරාගැනීම් සලකුණුකරනය පෙන්වන්නoption: check	0.5391489922476467	0.693182
63	Save login information using the KDE Wallet system	KDE පසුම්බි පද්ධතිය භාවිත කරමින් පිවිසුම් තොරතුරු සුරකින්න@ label	0.5387219565018313	0.481283
64	A network usage monitor	ජාල භාවිතය නිරික්‍ෂකයName	0.5386811672069598	0.503205
65	Select a shortcut scheme file	කෙටිමං යෙදුම් ගොණුවක් තෝරන්න	0.5386242775857681	0.508046
66	Standard Keyboard Shortcuts	සම්මත යතුරුපුවරු කෙටිමංComment	0.5385323772497941	0.404378
67	Show preview of files and folders	ගොණු හා බහාළුම් පෙළ ගැස්වීමේදී බහාළුම් ප්‍රථමයෙන් පෙන්වන්න@ action: inmenu Sort	0.5380214101314778	0.425368
68	Bug fixes	දෝෂ විසදීම්	0.5377356972894631	0.366667
69	Repopulate Playlist	ලැයිස්තුව (P)	0.5373296254547313	0.417857
70	A hard disk usage monitor	දෘඩ තැටි භාවිතය නිරික්‍ෂකයName	0.537210065900581	0.388958
71	Highcolor version of the classic style	සාම්ප්‍රධායික රටාවේ අධිවර්ණ සංස්කරණයක්Name	0.5371854363474995	0.302624
73	About Bug Reporting - Help	වැරදි වාර්ථාකරණය පිළිබඳ @ title	0.5369381908822106	0.543403
74	Use pager layout for animation	සජීවීකරණය සඳහා පේජර රටාව භාවිත කරන්න	0.5365335872047581	0.525283
75	Use the specified proxy script URL to configure the proxy settings.	ප්‍රොක්සි සැකසුම් වෙනස් කිරීමට දෙනලද ප්‍රොක්සි ස්ක්‍රිප්ට URL ලිපිනය භාවිත කරන්න.	0.5364752664609114	0.446198
76	Clipboard history	ක්ලිප් පුවරු ඉතිහාස ප්‍රමාණය	0.5363025917031337	0.398467
77	OpenPGP Key Search	OpenPGP යතුරු සෙවුමQuery	0.5361153109697625	0.774737
78	Selection Link Text against Selection Normal Background	සාමාන්‍ය පසුබිම තෝරාගැනීමට එරෙහිව සාමාන්‍ය ඈඳුතු පෙළ තෝරාගන්න	0.5357986000744859	0.451613
79	Bookmark Manager	කවර කළමණාකරු	0.5356618755031377	0.38914
80	Search Toolbar	සෙවුම් මෙවලම් තීරුවNAME OF TRANSLATORS	0.535621627321234	0.361538
81	Configure advanced window management features	උසස් කවුළු පරිපාලන විශේෂාංග සකසන්නName	0.5354547596216435	0.85981
82	USB Devices	USB මෙවලම්Comment	0.535365694493521	1.0
83	Invalid bug report: corrupted data	වලංගු නොවන වැරදි වාර්ථාවක්: දූශිත දත්ත@ info	0.5350975636247313	0.569841
84	KRunner which performs desktop searches via Nepomuk	Nepomuk යොදාගෙන වැඩතල සෙවුම් ඉටුකරන KRunnerComment	0.5350720710193855	0.825415
85	Bug Reporting Assistant Guide	වැරදි වාර්ථාකරණ සහායක පියවර නියමුව@ info/ rich	0.5350567451241659	0.567376
86	Show'Delete 'context menu entries which bypass the trashcan	ඉවලන බහලුම මඟහරින 'මකන්න' සන්දර්ඹ මෙනු ඇතුළත්කිරීම් පෙන්වන්න (n)	0.5350017211167142	0.553846
87	Local Podcasts	ප්‍රාදේශි පොඩ්කාස්ට්	0.5349016429681797	1.0
88	Password caching support	මුරපද හසුකිරීමේ සහායName	0.5348421275266446	1.0
89	Imported Playlist Files	වාදන ලැයිස්තුවFront cover of an album	0.5348009001172613	0.384868
90	Configure file manager services	ගොනු කළමණාකරුගේ සේවා සකසන්නName	0.5346907603961881	0.546875
91	Configure enhanced browsing	දියුණු කළ ගවේෂණ සැකසුම්Name	0.5346096313733142	0.375
92	Engine to handle queries to SAL containment	SAL ධාරක විමසීම් හැසිරවිම සඳහා එන්ජිමName	0.5344262334692758	0.36039
93	Workspace shell for netbook devices.	නෙට්බුක් උපකරණ සඳහා වැඩබිම් ශෙලයName	0.5343397498290869	0.581081
94	Display Settings	සංදර්ශන සැකසුම්Comment	0.5343393688672222	0.590793
95	Classic Tree View	සාම්ප්‍රධායික ගස් දසුනComment	0.5342898237577174	1.0
96	Configure Input Actions settings	ආදාන ක්‍රියා සැකසුම් වෙනස් කරන්නName	0.5341770381783135	0.692875
97	Local Network Browsing	ප්‍රාදේශීය ජාල ගවේශනයComment	0.53409143355384	0.67991
99	Missing debug symbols	නොපවතින නිවැරදිකරණ සංඛේත@ info: progress	0.5335080299992114	0.488914
100	Enable Clipboard Actions	ක්ලිප් පුවරු ක්‍රියා සක්‍රීය කරන්න	0.533458417019574	0.8
101	Shortcut icon support	කෙටිමං අයිකන සහායComment	0.5330968413618393	0.344545
102	RSS News Data Engine	RSS ප්‍රවෘත්ති දත්ත එන්ජිමName	0.5329681291623274	0.752688
103	Single-click to open files and folders	ගොනු සහ බහලුම් විවෘත කිරීමට තනි ක්ලික් කිරීම@ option: check Mouse Settings	0.5328561212809291	0.505641
104	Configure the spell checker	අකුරු පිරික්සීම සකසන්නName	0.5325528000248596	0.928571
105	Network management using the NetworkManager daemon	NetworkManager ඩීමනය භාවිතයෙන් ජාල පරිපාලනය. Name	0.5324278482585214	0.455882
106	& Manually specify the proxy settings	ප්‍රොක්සි සැකසුම් ශ්‍රමිකව නිවේශනය කරන්න (M)	0.5322348833142314	0.457018
107	Podcast Directory	පොඩ්කාස්ට් සැකසීම	0.5320435524336062	0.583333
108	Animate desktop switching with a cube	ඝනකයක් සමඟ වැඩතල මාරුවීම සජීවීකරණය කරන්නName	0.5320208742341492	0.547076
109	Manually enter a bug report ID	වැරදි වාර්ථා අංකය ශ්‍රමිකව ඇතුළත් කරන්න@ action: button	0.5317454868927598	0.771313
110	Flip Switch	උඩට ගැනීම් මාරුවComment	0.5317413978045806	0.5625
112	Podcast improvements	පොඩ්කාස්ට් සැකසීම	0.5315659062471241	0.503968
113	Configure the window focus policy	කවුළෘ නාඹිගත කිරීමේ ප්‍රතිපත්ති සකසන්නName	0.5314579184050672	0.517442
114	Creates a widget from the contents of the clipboard	ක්ලිප් පුවරුවේ අන්තර්‍ගතය භාවිතයෙන් විජෙට්ටුවක් නිර්‍මාණය කරන්නName	0.5314517260849243	0.30543
115	Display window thumbnails when hovering over taskbar entries	ක්‍රියා තීරු ඇතුළත්කිරීම් වලට ඉහළින් හැසිරෙන විට කවුළු කුඩා රූ පෙන්වන්නName	0.5310004909806594	0.46786
116	Expandable folders	විදහිය හැකි බහලුම්@ title: window	0.5306490349466912	0.407121
117	Expandable Folders	විදහිය හැකි බහලුම්@ title: menu	0.5306490349466912	0.335526
119	Audio Mixer	ශ්‍රව්‍ය මිශ්‍රකයGenericName	0.5305800300557166	0.594828
120	Microsoft Developer Network Search	Microsoft සංවර්ධක ජාල සෙවුමQuery	0.5305212344974279	0.561039
121	Debian Package Search	Debian ඇසුරුම් සෙවුමQuery	0.530447189026745	0.664336
122	Keyboard Battery	යතුරුපුවරු බැටරිය	0.5303447679034434	0.54085
124	Synchronize clipboard and selection	තෝරාගැනීම හා ක්ලිප්පුවරුව සම්මුහුර්ථ කරන්න	0.530036205939723	0.930233
126	Web Widgets	වෙබ් මෙවලම්Comment	0.5299269033712335	1.0
127	UNIX manual pages	UNIX අත්පොත් පිටුName	0.5298096023034304	1.0
128	Sending the Crash Report	බිඳවැටීම් වාර්ථාව යවන්න@ info/ rich	0.5296185300685465	0.516111
129	Arcade Game	Arcade ක්‍රීඩාවName	0.5294025239418261	1.0
130	Saved Playlists	වාදන ලැයිස්තුව	0.5293554370291531	0.354167
131	Open Devices and Folder Bookmarks	උපකරණ හා බහාළුම් පොත්සලකුණු විවෘත කරන්නComment	0.529308603348909	0.861702
132	Display brightness, suspend and power profile settings	දර්ශකයේ දීප්තිය, අත්හිටුවීම හා බල පැතිකඩ සැකසුම්Comment	0.5290232973638922	0.333929
133	Invert Selection	අන්වර්ත තේරිම@ action: inmenu Go	0.5290144205500837	0.327094
134	Select Filename	ගොනු නාමයක් තෝරන්න@ info	0.5288878415012732	0.44125
135	Keyboard and Mouse State	යතුරුපුවරුව සහ මවුස තත්වයComment	0.5287482969433768	0.804242
136	A RAM usage monitor	RAM භාවිතය නිරික්‍ෂකයName	0.5286931770970114	0.461538
137	Bug Report Possible Duplicates List	වැරදි වාර්ථා පවතින පිටපත් ලැයිස්තුව@ title	0.5286899695856846	0.52907
138	Columns view mode	දිස්වන ආකාරය බෙදන්න@ title: menu	0.5281534364039544	0.343434
139	Emoticons Themes Manager	ඉමොටිකොන තේමා පාලකComment	0.5279558629554231	0.666923
140	Select Remote Charset	දුරස්ථ චාසෙට් තෝරන්න	0.5277311817189911	0.674242
141	Show Local SVN Changes	දේශීය SVN වෙනස්වීම් පෙන්වන්න@ item: inmenu	0.5276767657487653	0.623862
143	Jpeg-Image	Jpeg- පින්තූරයDescription	0.5273866119096056	0.615385
144	Show the space information in the statusbar	තත්ව තීරුවේ ඉඩ තොරතුරු පෙන්වන්න@ info: status	0.5273809408972738	0.499012
145	Bluetooth management using the BlueZ stack	BlueZ භාවිතයෙන් Bluetooth පරිපාලනයName	0.5273561775393318	0.883721
146	Allow tray application to change startup settings	ආරම්භක සැකසුම් වෙනස් කිරීමට තැටි භාවිත යෙදවුමට ඉඩදෙන්න	0.5268700450542383	0.41
147	Selection and clipboard	හිස් ක්ලිප් පුවරු පිටුදකින්න	0.5267014429264236	0.727011
148	Details view mode	දිස්වන ආකාරය බෙදන්න@ action: inmenu View Mode	0.5266007325844839	0.386473
149	Selection Neutral Text against Selection Normal Background	සාමාන්‍ය පසුබිම තේරීමට එරෙහිව ස්වභාවික පෙළ තේරීම	0.526345624915848	0.49239
150	Dashboard	පාලක පුරුවComment	0.5261741914146114	0.861111
151	A window on an inactive virtual desktop demands attention	අක්‍රීය අතත්‍ය වැඩතලයක පවතින කවුළුවක් අවදානය ඉල්ලයිName	0.5260582858099951	0.456281
152	Show tooltips	මෙවලම්ඉඟි පෙන්වන්න@ option: check	0.5260083155881148	0.439076
153	Use gestures for activating sticky keys and slow keys	ඇළෙන හා වෙගය අඩු යතුරු සක්‍රීය කිරීම සඳහා හැසිරීම් භාවිත කරන්න	0.5256549262121553	0.604497
154	Change which CPU scheduler is to schedule the running of a given process	දෙනලද සැකසුම කාර්‍ය්ය සටහන් කිරීම සඳහා CPU කාර්‍යය සටහන වෙනස් කරන්නName	0.5256160055068904	0.365202
155	Google Image Search	Google පිංතූර සෙවුමQuery	0.5255729455966502	0.71
156	Tab bar to switch activities	ක්‍රියාකාරකම් මාරු කිරීමට ටැබ් තීරුවක්Name	0.5254664795356803	0.560946
157	Bookmarks	පොත්සලකුණුComment	0.5253739827894606	1.0
158	Panel for Mobile Internet Devices	ජංගම අන්තර්ජාල උපකරණ සඳහා පැනලයName	0.5251712337631034	0.55719
159	Initial Indexing started	තනි සූචිකරණය ඇරඹිනිComment	0.5250564345624298	0.439259
160	Configure the browser plugins	ගවේශක ප්ලගින සකසන්නName	0.525028733885847	0.675
161	Solid Auto-eject service	දෘඩ ස්වයං- පිටතට ගැනීම් සේවාComment	0.524995804997161	0.317222
163	Use bounce keys	පොළාපනින යතුරු භාවිත කරන්න (n)	0.5247355266183149	0.585685
165	Open the bug report page when clicking the Finish button	අවසන් කරන්න බොත්තම ක්ලික් කල විට වැරදි වාර්ථා පිටුව පෙන්වන්න@ option: check	0.5245079385058489	0.45614
166	Occlusion query counter bits	නිරෝධායන විමසුම් ගණක බිටු	0.5245067470823415	0.785146
168	Open with File Manager	ගොනු කළමණාකරු සමඟ ආරම්භ කරන්නName	0.5243359138839878	0.503197
169	Text completion mode of the URL Navigator	URL නියමුවේ පෙළ සම්පූරක ප්‍රකාරය	0.5243148590088822	0.600649
170	Change pointer shape over icons	අයිකන මතදී පොයින්ටරය වෙනස් කරන්න (n)	0.5242220513391658	0.625422
171	Clipboard history size	ක්ලිප් පුවරු ඉතිහාස ප්‍රමාණය	0.5241880224493798	0.601949
173	Show desktop layout indicators	වැඩතල ආකෘති දර්ශක පෙන්වන්න	0.5240538361831568	0.487455
174	Clear the pixmap cache	Pixmap කැච් පිරිසිදු කරන්න	0.5240100239534513	0.578905
175	Quickstart Guide	ක්‍ෂණික ඇරඹුම් සහායComment	0.5239727006992325	0.851852
177	Setup screen saver	තිර සුරැකුම සකසන්න	0.5235615652054548	0.342105
178	Combining Diacritical Marks	ස්වරානුකූල ලකුණු සංයුක්ත කිරීම	0.5233610053401208	0.391705
179	Network management using the NetworkManager daemon, version 0.7	NetworkManager ඩීමනය භාවිතයෙන් ජාල පරිපාලනය. 0. 7 සංස්කරණයName	0.5232914765947498	0.511781
180	Mac Scheme	Mac ක්‍රමයName	0.5232908817124553	1.0
182	Deactivate All AccessX Features & Gestures	සියළු AccessX විශේෂාංග හා ඉඟි අක්‍රීය කරන්න	0.5231138711387757	0.758985
183	Domain-Specific JavaScript Policies	ඩොමේන- නිවේශිත ජාවාස්ක්‍රිප්ට ප්‍රතිපත්ති	0.5229470480699092	0.305556
184	Mobile Phone Management Tool	ජංගම දුරකතන කළමනාකරණය මෙවලමName	0.5227880216261838	0.787177
186	Enable Access Key activation with Ctrl key	Ctrl යතුර මගින් පිවිසුම් යතුර සක්‍රීය කරන්න (y)	0.5225969737221021	0.595203
187	Launcher to start applications	යෙදුම් ආරම්භ කිරීමට ආරම්භකයName	0.5225734377454501	0.44506
188	Selection Active Text against Selection Normal Background	සාමාන්‍ය පසුබිම තෝරාගැනීමට එරෙහිව සක්‍රීය පෙළ තෝරාගන්න	0.5225670365834958	0.398276
189	Cordless Optical TrackMan	රැහැන් රහිත ප්‍රකාශ ට්‍රැක්මෑන්	0.5225451204314595	0.643029
190	Built-in unthemed Platinum style	තිළැලි තේමාරහිත ප්ලැටිනම් රටාවName	0.5224815797992051	0.720779
191	Keyboard input:	යතුරුපුවරු ඇතුළත්කිරීම:	0.5223860498372233	0.489583
192	Device Adapter	උපකරණය ඇඩැප්ටරයName	0.5223789018928073	0.591667
193	Web Shortcuts	ජාල කෙටිමංComment	0.5222731986432336	0.746032
194	Audio Recorder	ශ්‍රව්‍ය පටිගත කිරීම්Name	0.5219526349101216	0.884615
195	Setup Window Shortcut	ස්ථාපන කවුළු කෙටිමඟ	0.5219517390360124	0.690909
196	The Nepomuk file watch service for monitoring file changes	The Nepomuk ගොනු නැරඹීමේ සේවාව ගොනු වෙනස්කම් පිරික්සයිComment	0.5218930386472493	0.620421
197	File and URL opener	ගොනු සහ URL විවෘතකරණයName	0.5216795631276909	1.0
199	Detailed tooltips	සවිස්තරාත්මක මෙවලම්ඉඟිය	0.5216189596394543	0.479167
200	Special Containment with Launcher	ආරම්භකය සමඟ විශේෂ ධාරකයName	0.521597555023618	0.535714
201	Change JavaScript Policy	ජාවාස්ක්‍රිප්ට ප්‍රතිපත්තිය වෙනස් කරන්න:	0.5214233473816421	0.511707
202	Synchronize contents of the clipboard and the selection	ක්ලිප් පුවරුව හා තෝරාගැනීම අතර අන්තර්ගතය සම්මුහුර්ථ කරයි	0.5213397576553689	0.761435
203	Customize the widget style	විජෙට්ටු රටා සකසන්න	0.5213317531452049	0.589815
205	Playlists	වාදන ලැයිස්තුව	0.520993338082917	0.666667
206	Configure general Konqueror behavior	සාමාන්‍ය Konqueror හැසිරීම සකසන්නName	0.5208402856660541	0.773471
208	Crash Reporting Assistant	බිඳවැටීම් වාර්ථාකරණ සහායක@ title: window	0.5208035288233077	0.515009
209	Search Box for a given RunnerManager	දෙනලද ක්‍රියාකරවුම් පාලකය සඳහා සෙවුම් කොටුවName	0.5206958106864477	0.567005
210	Set up policies for applications using PolicyKit	PolicyKit භාවිතයෙන් යෙදවුම් සඳහා ප්‍රතිපත්ති සැකසීමComment	0.5206703030708013	0.616396
211	Random Tracks	සුරකින අයුර	0.520631674095057	1.0
212	Google Advanced Search	Google උසස් සෙවුමQuery	0.5205699352663942	1.0
213	Built-in SGI style	තිළැලි තේමාරහිත SGI රටාවName	0.5205619298503734	0.53176
214	Send Crash Report	බිඳවැටීම් වාර්ථාව යවන්න@ title: window	0.520472787116887	0.807692
216	Selection Inactive Text against Selection Normal Background	සාමාන්‍ය පසුබිම තෝරාගැනීමට එරෙහිව අක්‍රීය පෙළ තෝරාගන්න	0.5202269528890611	0.460606
217	Manage Profiles	පැතිකඩ කළමණාකරනය	0.5201874666090589	0.424632
218	Mouse position and cursor	මවුස ස්ථානය හා කර්සරයName	0.5199405913881492	1.0
219	The bug address to use	භාවිත කරන වැරදි ලිපිනය@ info: shell	0.5198862964170985	0.768116
220	Controls for the active window	සක්‍රීය කවුළුව සඳහා පාලකName	0.5198494147625752	0.433815
221	Hardware Integration Configuration with Solid	දෘඩ සමඟ දෘඩාංග ඇතුලත් කීරීමName	0.5198458696249872	0.425272
222	Keyboard Mouse Battery	යතුරුපුවරු මවුස බැටරිය	0.5198407407151535	0.413043
223	Needs password	රහස්පදය අවශ්‍ය වේComment	0.5198121407302096	0.46
224	Use update interval of worksheet	වැඩපත්‍රය සඳහා යාවත්කාලීන කාල පරතරය භාවිත කරන්න	0.5198033392080106	0.378788
225	Use persistent connections to proxy	ප්‍රොක්සිය සඳහා නිබැඳි සබඳතා භාවිත කරන්න	0.5197912926378194	0.526762
226	Highlight Window	කවුළුව උපුටාදක්වන්නComment	0.5197837231098674	0.423747
227	Bug report page at the KDE bug tracking system	වැරදි හඳුනාගැනීමේ පද්ධතියේ වැරදි වාර්ථා පිටුව @ info: status	0.5197638182144146	0.571678
229	Virtual desktop ten is selected	දහ වැනි අතත්‍ය වැඩතලය තෝරාගැණිනිName	0.5197276478284039	0.562922
230	Configure the login manager (KDM)	පිවිසුම් කළමණාකරු සකසන්න (KDM) Name	0.5196175329911057	0.384804
232	Record a video of your desktop	ඔබේ වැඩතලයේ වීඩීයෝවක් පටිගත කරන්නName	0.5193913362454623	0.367572
233	Deleting files or folders	ගොනු හෝ බහලුම් මකමින්@ option: check Ask for Confirmation When	0.5193282406253275	0.391636
234	Open Directory	විවෘත නාමාවලියQuery	0.5193168383557349	0.683333
235	Select one of the standard KDE shortcut schemes	සම්මත KDE කෙටිමං යෙදුම් වලින් එකක් තෝරන්න	0.5192477927121217	0.855655
237	Battery Monitor	බැටරි නිරීක්‍ෂකයComment	0.5191611874615774	0.625
238	Select Shortcut Scheme	කෙටිමං යෙදුමක් තෝරන්න	0.519086696258455	0.354743
239	Selection Negative Text against Selection Normal Background	සාමාන්‍ය පසුබිම තෝරාගැනීමට එරෙහිව ඍන පෙළ තෝරාගන්න	0.5190061858156696	0.435
240	Double-click to open files and folders (select icons on first click)	ගොනු හා බහාළුම් විවෘත කිරීමට ද්විත්ව ක්ලිකය (මුල් ක්ලිකයේදී අයිකනය තෝරාගැනේ) (b)	0.5189928814361338	0.472893
241	Audio Preview	ස්වයංක්‍රීය පුර්‍වදසුනName	0.5189828990260139	0.563492
242	Close windows by double clicking the menu button	මෙනු බොත්තම දෙවරක් ක්ලික් කර කවුළු වසන්න	0.5189798172359588	0.478596
243	Find and open bookmarks	පොත්සලකුණු සොයා විවෘත කරන්නName	0.518965435680002	0.578125
244	The cool buffersystem	අගනා බෆර පද්ධතිය	0.5189154260442592	0.413102
245	Slide when switching tabs	ටැබ අතර මාරුවීමේදී රූටායෑම	0.5187540596234612	0.640313
246	Setup services browsing with ZeroConf	ZeroConf සමඟ සේවා සෙවුම සකසන්න	0.5185761362299672	0.462649
247	Middle click opens URL in selection	මධ්‍ය ක්ලිකය තෝරාගැනීමේ URL විවෘත කරයි (i)	0.5184793730441015	0.521964
248	Theme with blue circles	නිල් වෘත සහිත තේමාවName	0.5184009236400016	0.541667
250	Launch KWrite	KWrite අරඹන්නDescription	0.51830863149371	0.39
251	Slide windows across the screen when switching virtual desktops	අතත්‍ය වැඩතල මාරුවීමේදී කවුළු තිරය හරහා ලිස්සා යන්නName	0.5179831683562952	0.399554
252	CJK Symbols and Punctuation	CJK සංකේත හා විරාම ලකුණු	0.5178721054689959	0.545714
253	Search collection	ප්‍රාදේශිය එකතුව	0.5177848517196253	0.482026
254	Switch between running applications	ක්‍රියාත්මක වන යෙදුම් අතරේ මාරුවන්නName	0.5177550857770257	0.527778
255	Indexing suspended	සූචිගතකිරීම නැවතිනිComment	0.5177226869273	0.459064
256	Info page support	තොරතුරු පිටු සහාය	0.5176455642504152	0.722222
257	Attach the information to bug %1	% 1 වරද සඳහා තොරතුරු අමුණන්න@ info/ rich	0.5175705079891486	0.674427
259	Search playlist	වාදන ලැයිස්තුව සෙවුම	0.5175153525196947	0.361607
260	Use accessibility stylesheet	පිවිසුම් සහායක රටා පත්‍රය භාවිත කරන්න (s)	0.5175102260836866	0.72619
261	Selection Visited Text against Selection Normal Background	සාමාන්‍ය පසුබිම තෝරාගැනීමට එරෙහිව ප්‍රවේශිත පෙළ තෝරාගන්න	0.5173655738690286	0.465953
262	Copy Link Address	සබැඳි ලිපිනය පිටපත් කරන්න	0.5172842453321209	0.884615
263	Hardware power management using freedesktop. org HAL daemon	freedesktop. org HAL ඩීමනය භාවිතයෙන් දෘඩාංග ශක්ති පාලකයName	0.5172473713137151	0.633333
264	Removing files from SVN repository...	SVN කෝෂ්ටාගාරයෙන් ගොනු ඉවත් කරමින්... @ info: status	0.5171868696488673	0.495035
265	Restart the application when clicking the Finish button	අවසන් කරන්න බොත්තම ක්ලික් කල විට භාවිත යෙදවුම නැවත ආරම්භ කරන්න@ info	0.5171536303823814	0.547231
266	Selection Normal Text against Selection Normal Background	සාමාන්‍ය පසුබිම තෝරාගැනීමට එරෙහිව සාමාන්‍ය පෙළ තෝරාගන්නcolor- kcm- preview	0.517137571128842	0.383333
267	Display a mouse cursor locating effect when activated	සක්‍රීය කල විට සැරසිල්ල දක්වමින් මවුස කර්සරය දක්වන්නName	0.5171282530936878	0.432749
268	A lightweight window manager	සැහැල්ලු කවුළු කළමණාකරුවෙක්Name	0.516690150659997	0.347522
269	Selection Positive Text against Selection Normal Background	සාමාන්‍ය පසුබිම තෝරාගැනීමට එරෙහිව ධන පෙළ තෝරාගන්න	0.5165661245846422	0.425
271	Press %1 while NumLock and CapsLock are active	NumLock හා CapsLock සක්‍රීය විට% 1 ඔබන්න	0.516481633138028	0.560197
