	english	sinhala	Similarity score	Alignment score
461	profile file	ගොනුව කම්පයිල් කරන්න	0.25601967399109404	0.335165
311	Save the current file	වර්තමාන ගොනුව සුරකින්න	0.25524484028831573	0.508893
263	Rename file or directory	add: කලයුතු ගොනුව හෝ ඩිරෙක්ටරිය තෝරාගන්න	0.25505266770529667	0.570732
700	Select a destination	ගමනාන්තයක් ෙතා්රන්න	0.254207539790645	0.952381
62	Restart the game	තරගය නැවත ආරම්ඹ කරන්න	0.2540671558897808	0.632353
69	Cannot start the game “%s”	තරගය නැවත ආරම්ඹ කරන්න	0.2539113655830576	0.412458
344	Update file/directory	නව ඩිරෙක්ටරි බිහිකරන්න	0.25323264025871633	0.5583
160	Choose file or directory to remove:	ඉවත් කල යුතු ගොනුව හෝ ඩිරෙක්ටරිය තෝරාගන්න	0.2516171116483798	0.492063
256	Select one directory	හිස් ඩිරෙක්ටරි මකන්න	0.25134080160751815	0.785714
155	Choose file or directory to add:	add: කලයුතු ගොනුව හෝ ඩිරෙක්ටරිය තෝරාගන්න	0.25124394771837055	0.659276
184	Reload current file	වර්තමාන ගොනුව නැවත පූරණය කරන්න	0.2510397261788156	0.822581
655	Couldn't convert image	පින්තූරය වෙනස්කල නොහැක	0.2508415201271215	0.347826
851	Couldn't convert image	පින්තූරය පරිවර්තනය කල නොහැක	0.2508415201271215	0.334627
183	Reload F_ile	ගොනුව නැවත පූරණය කරන්න	0.24973256377193195	0.73913
210	Unable to create file: %s.	%s ගොනුව බිහිකළ නොහැක	0.24971829251114092	0.430976
287	Unstage Files	ලඟදී විවර කල ගොනු	0.2495323146484159	0.722222
273	"Are you sure you want to remove variable ""%s""?"	ඔබේ තොරාගැනීම් ඒවායේ පෙරනිමි වලට නැවත හැරවීමට ඔබට අවශ්‍යයද?	0.24929853154257442	0.364184
541	A_ppend to file	ගොනුව විවෘත කරන්න	0.24825698641650334	0.416667
645	What is your Facebook username?	ඔබගේ වින්ඩෝස් ලයිව් පරිශීලක නාමය කුමක්ද?	0.2480304313572048	0.392912
839	What is your Facebook username?	ඔබගේ Windows Live පරිශීලක නාමය කුමක්ද?	0.2480304313572048	0.644231
316	Failed to read file	%s ගොනුව කියවිය නොහැක	0.24738302654169317	0.788636
643	What is your Google ID?	ඔබගේ ගූගල් පරිශීලක නාමය කුමක්ද?	0.247344608785101	0.390625
837	What is your Google ID?	ඔබගේ Google ID එක කුමක්ද?	0.247344608785101	0.717949
162	Create new directories	නව ඩිරෙක්ටරි බිහිකරන්න	0.2471973881433361	1.0
265	Group doesn't exist	'%s' ක්‍රමලේඛය නොපවතියි	0.24712206948899834	0.3375
466	list	ලැයිස්තුව	0.24701024289649495	1.0
439	"Cannot execute command ""%s"": %s"	"""%s"" විධානය ක්‍රියාත්මක කල නොහැක"	0.24656615172793636	0.476326
724	Error sending a file	ගොණුව යැවීම දෝශසහගතයි	0.24590179057221542	0.69697
264	Select package	ප්ලගිනයක් තෝරාගන්න	0.2458797452388043	0.496491
589	Find Next	පසුවට සොයන්න	0.24586035712156987	0.480769
406	Replace all	සියල්ල ආදේශ කරන්න	0.24515452676932994	0.361111
180	Save A_ll	සියළුම ගොනු සුරකින්න	0.24475936046790667	0.369048
587	All books	සියලු පොත්	0.24448191852995105	1.0
819	Connection can't be established	සම්බන්ධතා කළමනාකරුවන් භාවිතා කල යුතුයි	0.2438841889714291	0.30008
686	Select	තෝරන්න	0.2435041121283071	1.0
135	"Can not compile ""%s"": No compile rule defined for this file type."	"""%s"" කම්පයිල් කල නොහැක: මෙම ගොනු වර්ගය සඳහා කම්පයිල් රීතියක් අර්ථ දක්වා නොමැත"	0.24302998530581957	0.391608
338	Could not open %s: %s	ගොනුව විවෘත කළ නොහැක	0.24292845905452698	0.49026
129	Program '%s' is not a local file	'%s' ක්‍රමලේඛය පෙදෙසි ගොනුවක් නොවේ	0.241819154666856	0.469264
63	Play a different game	වෙනස් තරගයකට ක්‍රිඩාකරන්න	0.2413863540888353	0.706294
310	Close the current file	වර්තමාන ගොනුව මුද්‍රණය කරන්න	0.24133960999075726	0.497751
306	Ignore files	ගොනුව වසන්න	0.2412992603431767	0.519231
455	"Are you sure you want to remove the element ""%s"" from the project?"	ඔබේ තොරාගැනීම් ඒවායේ පෙරනිමි වලට නැවත හැරවීමට ඔබට අවශ්‍යයද?	0.2405567838199441	0.332587
124	Cannot execute command: %s (using shell %s)	%s විධානය ක්‍රියාත්මක කල නොහැක. (භාවිතා කරන්නේ %s කවචයයි)	0.24019453383963751	0.636755
197	New empty file	නව හිස් ගොනුවක්	0.2398555803495406	0.35625
214	make[%d]: Entering directory `%s'	[%d] නිමවන්න (Make): පිවිසුම් ඩිරෙක්ටරිය '%s'	0.2391588145608681	0.595908
571	Language: Undefined	භාෂාව: අර්ථදක්වා නැත	0.2389968354970529	0.904762
729	New conversation	නව සංවාදය	0.23899643287676298	0.532353
644	What is your Google password?	ඔබගේ ගූගල් මුරපදය කුමක්ද?	0.2380243238249774	0.5
838	What is your Google password?	ඔබගේ Google මුරපදය කුමක්ද?	0.2380243172447335	0.737037
465	image	අනුරුව	0.23767883346683852	1.0
227	start	අරඹන්න	0.2374247587280515	1.0
217	make[%d]: Leaving directory `%s'	make[%d]: නිමවන්න (Make): පිටවුම් ඩිරෙක්ටරිය '%s'	0.2374244185735941	0.377273
360	"Cannot compile ""%s"": No compile rule defined for this file type."	"""%s"" කම්පයිල් කල නොහැක: මෙම ගොනු වර්ගය සඳහා කම්පයිල් රීතියක් අර්ථ දක්වා නොමැත"	0.23735602644388157	0.394872
270	Source doesn't exist	'%s' ක්‍රමලේඛය නොපවතියි	0.2373140459344641	0.60119
669	%s has disconnected	%s විසන්ධිවිය	0.23682480629932512	0.9
690	Information requested…	තොරතුරු ඉල්ලනලදී...	0.2356079306748367	1.0
457	Loading files...	පුරණය වෙමින්...	0.23545592308084548	0.577206
156	Choose file or directory to commit:	commit: කලයුතු ගොනුව හෝ ඩිරෙක්ටරිය තෝරාගන්න	0.23543396953908602	0.684343
438	Cannot execute command: %s (using shell %s): %s	%s විධානය ක්‍රියාත්මක කල නොහැක. (භාවිතා කරන්නේ %s කවචයයි)	0.23531494402311465	0.617816
577	All Books	සියලු පොත්	0.23528853344716938	0.472727
667	(No Suggestions)	(යෝජනා නැත)	0.2347826748778469	0.409314
161	Choose file or directory to update:	යාවත් කල යුතු ගොනුව හෝ ඩිරෙක්ටරිය තෝරාගන්න	0.23363870873719852	0.48708
830	What is your ICQ UIN?	ඔබගේ ICQ UIN එක කුමක්ද?	0.23344897605520504	0.371212
632	What is your ICQ UIN?	ඔබගේ ICQ UIN කුමකුද?	0.23344897605520504	0.627706
267	Unable to update project	සම්පූර්ණ ව්‍යාපෘතියම ස්ථාපනය කරන්න	0.2332039875410957	0.331429
599	Room name	විශාල කරන්න	0.23319379261470422	0.5
444	All text files	සියළු ගොනු	0.23257729335990546	0.427273
828	What is your GroupWise User ID?	ඔබගේ Groupwise පරිශීලක ID එක කුමක්ද?	0.23224121042905643	0.607686
671	%s has left the room	%s කාමරයෙන් ඉවත්වියfoo has left the room	0.23124323217187412	0.756098
207	Failed to read '%s': %s	'%s' කියවිම අසාර්ථකයි: %s	0.2306411863330153	0.580128
496	Cannot create pixbuf image!	pixbuf පින්තූරයක් සෑදිය නොහැක!	0.23034212372793758	0.697581
211	Unable to complete file copy	ගොනු පිටපත් කිරීම අසම්පූර්ණයි	0.22986966396672615	0.455747
108	Remember this selection	මේ තෝරාගැනීම මතක තබා ගන්න	0.22986065680367115	0.826923
826	What is your AIM screen name?	ඔබගේ AIM තිර නාමය කුමක්ද?	0.22933346640244906	0.770513
630	What is your AIM screen name?	ඔබගේ AIM පරිශීලක නාමය කුමක්ද?	0.22933346640244906	0.783333
396	Unable to execute command	"""%s"" විධානය ක්‍රියාත්මක කල නොහැක"	0.2292720516243726	0.561189
666	No topic defined	මාතෘකාවක් නිශ්වයකර නැත	0.22904962780684823	0.824808
579	Find Previous	ඉදිරියට සොයන්න	0.22893904411554883	0.411905
858	/clear: clear all messages from the current conversation	/clear, වත්මන් සංවාදයෙන් සියළු පණිවිඩ පැහැදිලි කරයි	0.22876816109089534	0.523617
451	"Are you sure you want to remove the source ""%s"" from the project?"	ඔබේ තොරාගැනීම් ඒවායේ පෙරනිමි වලට නැවත හැරවීමට ඔබට අවශ්‍යයද?	0.2286447169897781	0.334848
382	_Add to Project	ව්‍යාපෘතියට එක් කරන්න	0.22778713483443622	0.815341
199	Unable to read file: %s.	%s ගොනුව කියවිය නොහැක	0.22775292661847663	0.407273
453	"Are you sure you want to remove the module ""%s"" from the project?"	ඔබේ තොරාගැනීම් ඒවායේ පෙරනිමි වලට නැවත හැරවීමට ඔබට අවශ්‍යයද?	0.2275313499576886	0.334848
449	"Are you sure you want to remove the group ""%s"" from the project?"	ඔබේ තොරාගැනීම් ඒවායේ පෙරනිමි වලට නැවත හැරවීමට ඔබට අවශ්‍යයද?	0.227192302224171	0.337179
269	Parent group doesn't exist	'%s' ක්‍රමලේඛය නොපවතියි	0.22704479850316908	0.655093
258	Open '%s'	%s විවෘත වෙමින්	0.2269405202993774	0.34375
158	Choose file or directory to get log:	සටහන් ලබාගත යුතු ගොනුව හෝ ඩිරෙක්ටරිය තෝරාගන්න	0.22681561237059064	0.653055
723	Error receiving a file	ගොණුව ලැබීම දෝශසහගතයි	0.22612527185157635	0.711462
706	An error occurred	දෝශයක් ඇතිවියGoogle TalkYahoo!	0.22587884233980435	0.459677
185	Print the current file	වර්තමාන ගොනුව මුද්‍රණය කරන්න	0.22584791544161312	0.809595
335	Program directory '%s' is not local	'%s' ක්‍රමලේඛය පෙදෙසි ගොනුවක් නොවේ	0.2256551531503439	0.549603
78	Revert all menus to original settings?	සියළු මෙනූ පෙර තිබූ නැවුම් තත්වයට පත් කිරීමට අවශ්‍යද ?	0.22554184484639236	0.420047
225	Cannot execute command %s (using shell %s)	%s විධානය ක්‍රියාත්මක කල නොහැක. (භාවිතා කරන්නේ %s කවචයයි)	0.2254620053023707	0.407578
375	Cannot add source files	c header සහ source ගොනු මාරුකරන්න	0.2253579814274328	0.447304
363	Choose file or directory to get log for:	සටහන් ලබාගත යුතු ගොනුව හෝ ඩිරෙක්ටරිය තෝරාගන්න	0.22459389429135038	0.439555
320	"A file named ""%s"" already exists. Do you want to replace it?"	"""%s"" ගොනු නම දැනට භාවිතයේ ඇත. ඔබට එය ආදේශ කිරීමට අවශ්‍යද?"	0.2243638369159901	0.748163
731	Account disconnected	ගිණුම විසන්ධියි	0.22429200447011605	0.622024
348	Use previous message	මීට පෙර පණිවිඩය (_N)	0.22424523477096706	0.904762
462	Unlist Project	ව්‍යාපෘතිය පිහිටුවන්න	0.223739418612058	0.483333
70	Unknown color	නොදන්නා වර්‍ණය	0.22358062512213386	0.447619
157	Choose file or directory to diff:	diff: කලයුතු ගොනුව හෝ ඩිරෙක්ටරිය තෝරාගන්න	0.2235769428102987	0.668067
266	Target doesn't exist	'%s' ක්‍රමලේඛය නොපවතියි	0.22344634994838444	0.60119
674	Wrong password; please try again:	වැරදි මුරපදයකි; නැවත උත්සහ කරන්න:	0.22341302252126308	0.5
216	make: Leaving directory '%s'	නිමවන්න (Make): පිටවුම් ඩිරෙක්ටරිය '%s'	0.22309559401194104	0.352155
114	Profile Name	පැතිකඩෙහි නම	0.22303535017630516	1.0
245	Could not find application pixmap file: %s	%s යෙදුම් pixmap ගොනුව හමු නොවිණි	0.22286653267469028	0.930233
629	Facebook Chat	ෆේස්බුක් චැට්	0.22245394773521093	1.0
824	Facebook Chat	ෆේස්බුක් සල්ලාපය	0.22245394773521093	1.0
386	Find and R_eplace…	සෙවීම සහ ආදේෂය	0.22237263155376866	0.680952
334	Choose a working directory	add: කලයුතු ගොනුව හෝ ඩිරෙක්ටරිය තෝරාගන්න	0.22204477960304536	0.497742
244	Unversioned	වෙළුම:	0.22190578803241176	1.0
646	What is your Facebook password?	ඔබගේ යාහූ! මුරපදය කුමක්ද?	0.22162538821179076	0.484375
840	What is your Facebook password?	ඔබගේ Yahoo! මුරපදය කුමක්ද?	0.22162538821179076	0.475116
209	Failed to read '%s': XML parse error	'%s' කියවිම අසාර්ථකයි: XML විග්‍රහයේ දෝෂයකි	0.22151833031423027	0.764742
581	Go to the next page	පසු පිටුව වෙත යන්න	0.22146566196998563	0.9
814	Error while trying to transfer the file	ගොනුව හුචමාරු කිරීමට උත්සහ කිරීමේදී දෝෂය	0.22096427757812315	0.432317
450	"Are you sure you want to remove the target ""%s"" from the project?"	ඔබේ තොරාගැනීම් ඒවායේ පෙරනිමි වලට නැවත හැරවීමට ඔබට අවශ්‍යයද?	0.22077567620491295	0.334848
381	Confirm remove	ව්‍යාපෘතිය වින්‍යාසකරණය කරන්න	0.22072340989508693	0.816667
653	What is your Yahoo! ID?	ඔබගේ යාහූ! නාමය කුමක්ද?	0.2204370793563393	0.729167
849	What is your Yahoo! ID?	ඔබගේ Yahoo! ID එක කුමක්ද?	0.2204370793563393	0.717949
631	What is your AIM password?	ඔබගේ AIM මුරපදය කුමක්ද?	0.22034326841571175	0.706019
810	No reason was specified	හේතුවක් විශේෂණය කර නොතිබුණි	0.22007944113146666	0.657738
624	No reason was specified	හේතුවක් දක්වා නැත	0.22007944113146666	0.6875
85	Could not save intermediate file %s: %s	%s යෙදුම් pixmap ගොනුව හමු නොවිණි	0.21998661168448722	0.497794
323	No project loaded	ව්‍යාපෘතියක් හෝ ගොනුවක් විවෘත කර නැත	0.2198382336201799	0.37012
192	Undo the last action	අවසාන ක්‍රියාව අහොසි කරන්න	0.21954144526173267	0.563492
508	Email Address	විද්‍යුත් තැපැල් ලිපිනය	0.2195074628622242	0.422619
317	Next/Previous Message	මීට පෙර පණිවිඩය (_N)	0.21939809429399643	0.437229
202	Remove	ඉවත් කරන්න	0.21886512659364343	0.772727
598	Remove	දුරස්ථ ILS	0.21886512659364343	0.681818
324	Can not add source files	c header සහ source ගොනු මාරුකරන්න	0.21885026516761452	0.436471
841	What is your Windows Live ID?	ඔබගේ Windows Live මුරපදය කුමක්ද?	0.21857409389110605	0.760606
647	What is your Windows Live ID?	ඔබගේ වින්ඩෝස් ලයිව් මුරපදය කුමක්ද?	0.21857409389110605	0.335714
208	No read permission for: %s	%s කියවීමට අවසර නැත	0.21856272563840262	0.459259
215	make: Entering directory `%s'	නිමවන්න (Make): පිවිසුම් ඩිරෙක්ටරිය '%s'	0.218248305750666	0.642683
829	What is your GroupWise password?	ඔබගේ Groupwise මුරපදය කුමක්ද?	0.21819988680798538	0.762121
847	What is your SIP account password?	ඔබගේ SIP ගිණුම් මුරපදය කුමක්ද?	0.21810289745395775	0.772811
651	What is your SIP account password?	ඔබගේ SIP මුරපදය කුමක්ද?	0.21810287411072063	0.625595
14	No read	කියවා නැත	0.21794599981174065	0.3875
831	Quit message:	පණිවිඩයෙන් ඉවත්වන්න:	0.21775787790025106	0.559524
635	Quit message:	පණිවිඩායෙන් ඉවත්වන්න:	0.21775787790025106	1.0
454	"Are you sure you want to remove the package ""%s"" from the project?"	ඔබේ තොරාගැනීම් ඒවායේ පෙරනිමි වලට නැවත හැරවීමට ඔබට අවශ්‍යයද?	0.21774300924685	0.332587
846	What is your SIP login ID?	ඔබගේ SIP පිවිසීමේ ID එක කුමක්ද?	0.2176975669482684	0.428241
650	What is your SIP login ID?	ඔබගේ SIP නාමය කුමක්ද?	0.2176975669482684	0.627104
218	make: Leaving directory `%s'	නිමවන්න (Make): පිටවුම් ඩිරෙක්ටරිය '%s'	0.21765573745527292	0.352155
73	the unknown card	නොදන්නා කාඩ්පතක්	0.217345719093433	0.5
133	Leaving: %s	පිටවන්නේ %s වලිනුයි	0.21700404175233023	0.8
6	unknown	නොදන්නා	0.2167530909085232	1.0
290	View log	සටහන් දර්ශනය	0.21672908536768903	0.508547
657	Failed to reconnect this chat	මෙ‍ම කථාබහ නැවත සම්බන්ධකිරීම අසාර්ථකවිය	0.21645723204903644	0.583333
725	Reconnect	නැවත සම්බන්ධවන්න	0.21644193033944725	0.647059
352	Current selection	මේ තෝරාගැනීම මතක තබා ගන්න	0.21642530459273124	0.470085
664	permission denied	අවසර නැත	0.21627765773997204	0.416667
633	What is your ICQ password?	ඔබගේ ICQ මුරපදය කුමක්ද?	0.21615959262113252	0.706019
730	Account connected	ගිණුම සම්බන්ධයි	0.21596250658783286	0.590278
573	Search for a keyword	මුල පදයක් සොයන්න	0.2156567614841599	0.372549
452	"Are you sure you want to remove the shortcut ""%s"" from the project?"	ඔබේ තොරාගැනීම් ඒවායේ පෙරනිමි වලට නැවත හැරවීමට ඔබට අවශ්‍යයද?	0.21501047670615162	0.330392
665	too long message	පණිවිඩය දිග වැඩිය	0.21484210323520672	0.771242
130	Program '%s' does not have execution permission	'%s' ක්‍රමලේඛයට ධාවන අයිතීන් නොමැත	0.21474677350098859	0.436905
343	Recent Projects	ව්‍යාපෘතිය පිරිසිදු කරන්න	0.21474653853665132	0.492788
249	Regenerate project	ව්‍යාපෘති ගොනු ස්වයංජනනය කරන්න	0.21470711852030283	0.741935
139	Configure project	ව්‍යාපෘතිය වින්‍යාසකරණය කරන්න	0.21467238580818884	0.9
510	There was an error displaying help: %s	සහාය දර්ශණය කිරිමේදි දෝෂයක් තිබුනි: %s	0.2146288528382492	0.423077
147	Add to Project	ව්‍යාපෘතියට එක් කරන්න	0.21461345539108456	0.763636
580	Go to the previous page	පෙර පිටුව වෙත යන්න	0.21458743577898937	0.717105
336	Search and Replace	සෙවීම සහ ආදේෂය	0.21433714942679208	0.589474
312	Redo the last action	අවසාන ක්‍රියාව අහොසි කරන්න	0.2142609170192421	0.793651
302	Please select a stash	කරුණාකර සක්‍රීය කරනු පිණිස ප්ලගිනයක් තෝරාගන්න	0.2141965528401493	0.480237
322	Select the _target for the new source files:	ගැලපෙන වරහන් තුල ඇති පෙල තෝරාගන්න	0.21391470243691382	0.357843
